"Influences","Influenced"
"Joseph Black","James Watt "
"Hugo Grotius","John Locke "
"John Selden","John Locke "
"René Descartes","John Locke "
"Thomas Aquinas","John Locke "
"Thomas Hobbes","John Locke "
"Thomas Willis","John Locke "
"Georg Wilhelm Friedrich Hegel","John Dewey "
"William James","John Dewey "
"William of Ockham","John Wycliffe "
"Hannah Arendt","Julia Kristeva "
"Edmund Burke","Karl Popper "
"John Stuart Mill","Karl Popper "
"Arthur Schopenhauer","Karl Popper "
"David Hume","Karl Popper "
"Heraclitus","Karl Popper "
"Bertrand Russell","Karl Popper "
"Immanuel Kant","Karl Popper "
"Alfred Tarski","Karl Popper "
"William S. Burroughs","Kurt Cobain "
"Georg Wilhelm Friedrich Hegel","Karl Marx "
"Pierre-Joseph Proudhon","Karl Marx "
"Jean-Jacques Rousseau","Karl Marx "
"William Petty","Karl Marx "
"Auguste Comte","Karl Marx "
"Giambattista Vico","Karl Marx "
"Baron d'Holbach","Karl Marx "
"Baruch Spinoza","Karl Marx "
"Epicurus","Karl Marx "
"Voltaire","Karl Marx "
"Max Stirner","Karl Marx "
"Ludwig Feuerbach","Karl Marx "
"Ludwig Börne","Karl Marx "
"William S. Burroughs","Kathy Acker "
"Pier Paolo Pasolini","Kathy Acker "
"Helen Frankenthaler","Kenneth Noland "
"Jack Kerouac","Ken Kesey "
"William S. Burroughs","Ken Kesey "
"Neal Cassady","Ken Kesey "
"Wallace Stegner","Ken Kesey "
"Iain Banks","Ken MacLeod "
"J. G. Ballard","Ken MacLeod "
"Nikolai Gogol","Constantin Stanislavski "
"Alexander Ostrovsky","Constantin Stanislavski "
"Maurice Maeterlinck","Constantin Stanislavski "
"Alexander Pushkin","Constantin Stanislavski "
"Anton Chekhov","Constantin Stanislavski "
"August Strindberg","Knut Hamsun "
"Arthur Schopenhauer","Knut Hamsun "
"Lord Byron","Knut Hamsun "
"Jean-Paul Sartre","Maurice Merleau-Ponty "
"Edmund Husserl","Maurice Merleau-Ponty "
"Alfred North Whitehead","Maurice Merleau-Ponty "
"Henri Bergson","Maurice Merleau-Ponty "
"Hannah Arendt","Maurice Merleau-Ponty "
"Kurt Goldstein","Maurice Merleau-Ponty "
"Franco Basaglia","Maurice Merleau-Ponty "
"Aristotle","Maimonides "
"Averroes","Maimonides "
"Thomas Aquinas","Mortimer J. Adler "
"Alexis de Tocqueville","Max Weber "
"Alexander Herzen","Mao Zedong "
"Karl Marx","Mao Zedong "
"Friedrich Engels","Mao Zedong "
"Benjamin Tucker","Murray Rothbard "
"Lysander Spooner","Murray Rothbard "
"Herbert Spencer","Murray Rothbard "
"Ayn Rand","Murray Rothbard "
"Frank Fetter","Murray Rothbard "
"Edgar Degas","Mary Cassatt "
"Frantz Fanon","Malcolm X "
"Hazrat Babajan","Meher Baba "
"Upasni Maharaj","Meher Baba "
"Melozzo da Forlì","Michelangelo "
"David Foster Wallace","Neal Stephenson "
"William Gibson","Neal Stephenson "
"Abbie Hoffman","Naomi Wolf "
"Ayn Rand","Neil Peart "
"Peter Kropotkin","Oscar Wilde "
"Victor Hugo","Oscar Wilde "
"William Godwin","Oscar Wilde "
"W. S. Gilbert","Oscar Wilde "
"W. S. Gilbert","Oscar Hammerstein II "
"Thales","Pythagoras "
"Anaximander","Pythagoras "
"Pherecydes of Syros","Pythagoras "
"Lenny Bruce","Peter Cook "
"Spike Milligan","Peter Cook "
"Heraclitus","Parmenides "
"Pythagoras","Parmenides "
"Proclus","Pseudo-Dionysius the Areopagite "
"Plotinus","Pseudo-Dionysius the Areopagite "
"Zeno of Elea","Protagoras "
"Gustave Courbet","Paul Cézanne "
"Camille Pissarro","Paul Cézanne "
"Charles-François Daubigny","Paul Cézanne "
"Charlie Chaplin","Peter Sellers "
"Niels Bohr","Paul Dirac "
"Duns Scotus","Pope Sixtus IV "
"Plato","René Descartes "
"Francisco Suárez","René Descartes "
"Duns Scotus","René Descartes "
"Michel de Montaigne","René Descartes "
"Sextus Empiricus","René Descartes "
"Seymour Benzer","Richard Feynman "
"Douglas Adams","Richard Dawkins "
"George C. Williams","Richard Dawkins "
"Daniel Dennett","Richard Dawkins "
"W. D. Hamilton","Richard Dawkins "
"Ronald Fisher","Richard Dawkins "
"Richard McKeon","Robert M. Pirsig "
"Edward Plunkett, 18th Baron of Dunsany","Robert E. Howard "
"Edgar Rice Burroughs","Robert E. Howard "
"Jack London","Robert E. Howard "
"Clark Ashton Smith","Robert E. Howard "
"H. P. Lovecraft","Robert E. Howard "
"Alexandre Dumas","Robert E. Howard "
"Liviu Rebreanu","Robert E. Howard "
"H. Rider Haggard","Robert E. Howard "
"Georg Wilhelm Friedrich Hegel","Søren Kierkegaard "
"Friedrich Wilhelm Joseph Schelling","Søren Kierkegaard "
"Johann Wolfgang von Goethe","Søren Kierkegaard "
"Arthur Schopenhauer","Søren Kierkegaard "
"Friedrich Heinrich Jacobi","Søren Kierkegaard "
"Immanuel Kant","Søren Kierkegaard "
"Friedrich Adolf Trendelenburg","Søren Kierkegaard "
"Christian Molbech","Søren Kierkegaard "
"Frantz Fanon","Steve Biko "
"Delmore Schwartz","Saul Bellow "
"Owen Barfield","Saul Bellow "
"Ayn Rand","Steve Ditko "
"Paul Otlet","Tim Berners-Lee "
"Robert A. Heinlein","Tom Clancy "
"Friedrich Nietzsche","Theodor W. Adorno "
"Georg Wilhelm Friedrich Hegel","Theodor W. Adorno "
"Max Horkheimer","Theodor W. Adorno "
"Thomas Mann","Theodor W. Adorno "
"Wlad Godzich","Theodor W. Adorno "
"Edmund Husserl","Theodor W. Adorno "
"Max Weber","Theodor W. Adorno "
"Samuel Beckett","Theodor W. Adorno "
"Walter Benjamin","Theodor W. Adorno "
"Siegfried Kracauer","Theodor W. Adorno "
"Jack Kerouac","Tom Waits "
"William S. Burroughs","Tom Waits "
"Charles Bukowski","Tom Waits "
"Jorge Luis Borges","Thomas Pynchon "
"Jack Kerouac","Thomas Pynchon "
"William S. Burroughs","Thomas Pynchon "
"Johann Wolfgang von Goethe","Thomas Pynchon "
"Vladimir Nabokov","Thomas Pynchon "
"Lawrence Durrell","Thomas Pynchon "
"Julio Cortázar","Thomas Pynchon "
"William March","Thomas Pynchon "
"Donald Barthelme","Thomas Pynchon "
"Oakley Hall","Thomas Pynchon "
"George Orwell","Thomas Pynchon "
"Laurence Sterne","Thomas Pynchon "
"T. S. Eliot","Ted Hughes "
"Vannevar Bush","Ted Nelson "
"Paul Otlet","Ted Nelson "
"Daniel Defoe","Virginia Woolf "
"Marcel Proust","Virginia Woolf "
"Emily Brontë","Virginia Woolf "
"Anton Chekhov","Virginia Woolf "
"George Eliot","Virginia Woolf "
"Laurence Sterne","Virginia Woolf "
"Paul Otlet","Vannevar Bush "
"Groucho Marx","Woody Allen "
"Robert Benchley","Woody Allen "
"Mort Sahl","Woody Allen "
"Jorge Luis Borges","William Gibson "
"William S. Burroughs","William Gibson "
"Joseph Cornell","William Gibson "
"Philip K. Dick","The Wachowskis "
"Clinton Davisson","William Shockley "
"Adalbert Stifter","W. H. Auden "
"John Donne","W. H. Auden "
"Søren Kierkegaard","W. H. Auden "
"Andrei Voznesensky","W. H. Auden "
"Alphonse de Lamartine","W. B. Yeats "
"James Macpherson","W. B. Yeats "
"Percy Bysshe Shelley","W. B. Yeats "
"Edmund Spenser","W. B. Yeats "
"Edmund Burke","W. B. Yeats "
"William Blake","W. B. Yeats "
"John Donne","W. B. Yeats "
"Robert Southey","W. B. Yeats "
"Eva Henrietta Hamilton","W. B. Yeats "
"Joel Chandler Harris","William Faulkner "
"George Washington Harris","William Faulkner "
"Emily Brontë","William Faulkner "
"Sherwood Anderson","William Faulkner "
"Niels Bohr","Wolfgang Pauli "
"Ernst Mach","Wolfgang Pauli "
"Stilpo","Zeno of Citium "
"Crates of Thebes","Zeno of Citium "
"Democritus","Lucretius "
"Empedocles","Lucretius "
"Epicurus","Lucretius "
"Zeno of Citium","Chrysippus "
"Cleanthes","Chrysippus "
"Mark Dacascos","Bruce Lee "
"Lucy Maud Montgomery","Astrid Lindgren "
"Theognostus of Alexandria","Gregory of Nyssa "
"Jean-Jacques Rousseau","Émile Durkheim "
"William James","Émile Durkheim "
"Herbert Spencer","Émile Durkheim "
"René Descartes","Émile Durkheim "
"Auguste Comte","Émile Durkheim "
"Immanuel Kant","Émile Durkheim "
"Montesquieu","Émile Durkheim "
"Thomas Kuhn","Imre Lakatos "
"Paul Feyerabend","Imre Lakatos "
"Nipsey Russell","Mike Tyson "
"Eric Hehner","Tony Hoare "
"Arnold Böcklin","Salvador Dalí "
"William S. Burroughs","Ian Curtis "
"Friedrich Nietzsche","Carl Jung "
"Johann Wolfgang von Goethe","Carl Jung "
"Adolf Bastian","Carl Jung "
"Arthur Schopenhauer","Carl Jung "
"Eugen Bleuler","Carl Jung "
"Immanuel Kant","Carl Jung "
"Sigmund Freud","Carl Jung "
"H. Rider Haggard","Carl Jung "
"Emanuel Swedenborg","Carl Jung "
"Arnold Böcklin","Max Ernst "
"Albert Camus","Richard Wright (author) "
"Jack London","Richard Wright (author) "
"Zora Neale Hurston","Toni Morrison "
"James Baldwin","Toni Morrison "
"Doris Lessing","Toni Morrison "
"Carel Fabritius","Johannes Vermeer "
"Gabriël Metsu","Johannes Vermeer "
"Heraclitus","Alfred North Whitehead "
"Henri Bergson","Alfred North Whitehead "
"G. K. Chesterton","Karel Čapek "
"Thomas Hardy","Philip Larkin "
"Ayn Rand","Alan Greenspan "
"Poul Anderson","Greg Bear "
"William Hope Hodgson","Greg Bear "
"Karel van Mander","Frans Hals "
"Lenny Bruce","Bill Hicks "
"Richard Pryor","Bill Hicks "
"Robert Benchley","Bill Hicks "
"Johnny Carson","Bill Hicks "
"Sam Kinison","Bill Hicks "
"Mort Sahl","Bill Hicks "
"George Carlin","Bill Hicks "
"W. H. R. Rivers","Siegfried Sassoon "
"Henry Head","Siegfried Sassoon "
"Henry Vaughan","Siegfried Sassoon "
"Charlie Chaplin","Milton Berle "
"Groucho Marx","Milton Berle "
"Lise Meitner","Otto Hahn "
"G. K. Chesterton","R. A. Lafferty "
"John Pory","Ben Jonson "
"Hans Holbein the Elder","Ambrosius Holbein "
"Karl Marx","Nicolae Ceaușescu "
"Lenny Bruce","Abbie Hoffman "
"Herbert Marcuse","Abbie Hoffman "
"Marshall McLuhan","Abbie Hoffman "
"Abraham Maslow","Abbie Hoffman "
"T. S. Eliot","Seamus Heaney "
"Derek Mahon","Seamus Heaney "
"Herbert McCabe","Seamus Heaney "
"Virgil","Seamus Heaney "
"John Montague (poet)","Seamus Heaney "
"Ted Hughes","Seamus Heaney "
"Lord Byron","Seamus Heaney "
"John Millington Synge","Seamus Heaney "
"Gertrude Stein","Thornton Wilder "
"Adam Mickiewicz","George Sand "
"Konstantin Batyushkov","Alexander Pushkin "
"Lord Byron","Alexander Pushkin "
"M. R. James","John Bellairs "
"Richard Pryor","Robin Williams "
"Mel Brooks","Robin Williams "
"Jonathan Winters","Robin Williams "
"Max Weber","Talcott Parsons "
"Émile Durkheim","Talcott Parsons "
"Alfred North Whitehead","Talcott Parsons "
"Friedrich Nietzsche","H. L. Mencken "
"Robert G. Ingersoll","H. L. Mencken "
"Ambrose Bierce","H. L. Mencken "
"George Berkeley","Ernst Mach "
"Rudyard Kipling","Roald Dahl "
"Peter Kropotkin","Bob Black "
"Herbert Marcuse","Bob Black "
"Raoul Vaneigem","Bob Black "
"Paul Goodman (writer)","Bob Black "
"Abbie Hoffman","Bob Black "
"Max Stirner","Bob Black "
"Ivan Illich","Bob Black "
"Joseph Ginat","Benjamin Netanyahu "
"Martin Gardner","Raymond Smullyan "
"H. G. Wells","Stephen Baxter "
"Arthur C. Clarke","Stephen Baxter "
"Edward Plunkett, 18th Baron of Dunsany","Jack Vance "
"Clark Ashton Smith","Jack Vance "
"Otto Weininger","Georg Trakl "
"George Carlin","Kevin Smith "
"Kyoko Mizuki","Lucy Maud Montgomery "
"Alfred Jarry","Guillaume Apollinaire "
"Marquis de Sade","Guillaume Apollinaire "
"Michel de Montaigne","Gore Vidal "
"Alfred Jarry","Max Jacob "
"Stanley William Hayter","Joan Miró "
"Stanley William Hayter","Marc Chagall "
"Oscar Wilde","Stephen Fry "
"Pedro Calderón de la Barca","Friedrich Schiller "
"Edgar Degas","Henri de Toulouse-Lautrec "
"Cao Xueqin","Eileen Chang "
"Joseph Ginat","Golda Meir "
"Dick Gregory","Mike Nichols "
"Tristan Tzara","Paul Éluard "
"Sigmund Freud","Otto Rank "
"William James","Hilary Putnam "
"Immanuel Kant","Hilary Putnam "
"Willard Van Orman Quine","Hilary Putnam "
"Nelson Goodman","Hilary Putnam "
"Vladimir Nabokov","Daniel Handler "
"Stilpo","Crates of Thebes "
"Antisthenes","Crates of Thebes "
"Diogenes of Sinope","Crates of Thebes "
"Henry Vaughan","Nick Drake "
"William S. Burroughs","John Zorn "
"Jack Smith (film director)","John Zorn "
"Mel Brooks","Jim Carrey "
"Vladimir Nabokov","Nick Cave "
"William S. Burroughs","Will Self "
"Alasdair Gray","Will Self "
"Louis-Ferdinand Céline","Will Self "
"J. G. Ballard","Will Self "
"Zeno of Citium","Posidonius "
"Panaetius","Posidonius "
"Jean-Paul Sartre","Doris Lessing "
"D. H. Lawrence","Doris Lessing "
"Olaf Stapledon","Doris Lessing "
"Idries Shah","Doris Lessing "
"David Steinberg","John Candy "
"Philitas of Cos","Callimachus "
"Groucho Marx","Johnny Carson "
"Bob Newhart","Johnny Carson "
"Jack Paar","Johnny Carson "
"Juan Tyrone Garcia","Sammo Hung "
"Ivan Turgenev","Theodor Storm "
"André Gide","Yukio Mishima "
"Ernie Kovacs","Chevy Chase "
"Chevy Chase","Mike Myers "
"Oscar Wilde","Morrissey "
"Charlotte Brontë","Jean Rhys "
"Novalis","Heinrich Heine "
"Ludwig Börne","Heinrich Heine "
"James Abbott McNeill Whistler","John Singer Sargent "
"Henry Sidgwick","John Rawls "
"John Stuart Mill","John Rawls "
"Jean-Jacques Rousseau","John Rawls "
"H. L. A. Hart","John Rawls "
"Immanuel Kant","John Rawls "
"Arthur Robert Hinks","Henry Norris Russell "
"Johann Wolfgang von Goethe","Thomas Carlyle "
"Johann Gottlieb Fichte","Thomas Carlyle "
"Friedrich de la Motte Fouqué","Thomas Carlyle "
"Jean-Jacques Rousseau","Auguste Comte "
"David Hume","Auguste Comte "
"T. S. Eliot","Allen Tate "
"Bram Stoker","Anne Rice "
"Jane C. Loudon","Anne Rice "
"H. G. Wells","Arthur C. Clarke "
"Edward Plunkett, 18th Baron of Dunsany","Arthur C. Clarke "
"Edgar Rice Burroughs","Arthur C. Clarke "
"Stanley G. Weinbaum","Arthur C. Clarke "
"Olaf Stapledon","Arthur C. Clarke "
"Jack Kerouac","Bob Dylan "
"Ovid","Bob Dylan "
"Dylan Thomas","Bob Dylan "
"William Blake","Bob Dylan "
"Arthur Rimbaud","Bob Dylan "
"Robert Burns","Bob Dylan "
"Allen Ginsberg","Bob Dylan "
"Anton Chekhov","Bob Dylan "
"Lawrence Ferlinghetti","Bob Dylan "
"Rodney Dangerfield","Bob Saget "
"William S. Burroughs","Brian Eno "
"Roy Ascott","Brian Eno "
"H. P. Lovecraft","Caitlín R. Kiernan "
"Pío Baroja","Camilo José Cela "
"John Dos Passos","Camilo José Cela "
"Dorothy Scarborough","Carson McCullers "
"Steve Martin","Chris Rock "
"Cheech & Chong","Chris Rock "
"Richard Pryor","Chris Rock "
"Dick Gregory","Chris Rock "
"Flip Wilson","Chris Rock "
"Rodney Dangerfield","Chris Rock "
"Mort Sahl","Chris Rock "
"George Carlin","Chris Rock "
"Groucho Marx","Conan O'Brien "
"Bob Newhart","Conan O'Brien "
"Robin Williams","Conan O'Brien "
"Johnny Carson","Conan O'Brien "
"Rodney Dangerfield","Conan O'Brien "
"Jonathan Winters","Conan O'Brien "
"Terence McKenna","Rupert Sheldrake "
"Thomas Paine","William Godwin "
"Juan Donoso Cortés","Klemens von Metternich "
"James Braid (surgeon)","Paul Broca "
"Kenny Everett","Chris Tarrant "
"Richard Yates (novelist)","William Styron "
"Elizabeth Barrett Browning","Christina Rossetti "
"Joseph de Maistre","Jules Amédée Barbey d'Aurevilly "
"Ronald Fisher","W. D. Hamilton "
"Jack Kerouac","Richard Brautigan "
"Georg Wilhelm Friedrich Hegel","Murray Bookchin "
"Peter Kropotkin","Murray Bookchin "
"Karl Marx","Murray Bookchin "
"Hans Jonas","Murray Bookchin "
"Baruch Spinoza","Murray Bookchin "
"Joel Chandler Harris","Mark Twain "
"Robert G. Ingersoll","Mark Twain "
"George Washington Harris","Mark Twain "
"M. R. James","John Betjeman "
"Max Stirner","Ernst Jünger "
"Alexander Herzen","Isaiah Berlin "
"Cornelius Castoriadis","Guy Debord "
"Henri Lefebvre","Guy Debord "
"Karl Marx","Guy Debord "
"Friedrich Engels","Guy Debord "
"György Lukács","Guy Debord "
"Jorge Luis Borges","Gene Wolfe "
"William Hope Hodgson","Gene Wolfe "
"H. P. Lovecraft","Gene Wolfe "
"R. A. Lafferty","Gene Wolfe "
"Jack Vance","Gene Wolfe "
"Robert Aickman","Gene Wolfe "
"G. K. Chesterton","Gene Wolfe "
"Lenny Bruce","Bill Cosby "
"Groucho Marx","Bill Cosby "
"Redd Foxx","Bill Cosby "
"George Carlin","Bill Cosby "
"Jonathan Winters","Bill Cosby "
"Robert G. Ingersoll","Clarence Darrow "
"Arthur Schopenhauer","Clarence Darrow "
"Emanuel Swedenborg","Johnny Appleseed "
"Steve Martin","Harry Hill "
"Malcolm Hardee","Harry Hill "
"Spike Milligan","Harry Hill "
"Eddie Izzard","Harry Hill "
"Vic Reeves","Harry Hill "
"Ken Dodd","Harry Hill "
"Velimir Khlebnikov","Vladimir Mayakovsky "
"Alexander Pushkin","Vladimir Mayakovsky "
"Fernando Pessoa","Octavio Paz "
"D. H. Lawrence","Octavio Paz "
"Eugenio Montale","Octavio Paz "
"Stéphane Mallarmé","Octavio Paz "
"Rabindranath Tagore","Octavio Paz "
"Ramón Xirau","Octavio Paz "
"George Gurdjieff","Katherine Mansfield "
"Anton Chekhov","Katherine Mansfield "
"Beatrice Hastings","Katherine Mansfield "
"Giovanni Pico della Mirandola","John Colet "
"Jean-Jacques Rousseau","Alexis de Tocqueville "
"Montesquieu","Alexis de Tocqueville "
"Gustav Falke","Paul Heyse "
"Anton Chekhov","Ivan Bunin "
"Oscar Wilde","Max Beerbohm "
"Hugo Grotius","Giambattista Vico "
"John Selden","Giambattista Vico "
"Gottfried Leibniz","Giambattista Vico "
"Niccolò Machiavelli","Giambattista Vico "
"Nicolas Malebranche","Giambattista Vico "
"Benjamin Walker","Colin Wilson "
"George Gurdjieff","Colin Wilson "
"George Bernard Shaw","Colin Wilson "
"Abraham Maslow","Colin Wilson "
"Antonio Gramsci","Raymond Williams "
"Joseph Ginat","Yitzhak Shamir "
"Dino Campana","Pier Paolo Pasolini "
"Ovid","Eugène Delacroix "
"Peter Paul Rubens","Eugène Delacroix "
"Jack Smith (film director)","John Cale "
"Samuel Beckett","Sam Shepard "
"Harold Pinter","Sam Shepard "
"Arthur Quiller-Couch","John Mortimer "
"Pyrrho","Arcesilaus "
"Zeno of Citium","Cleanthes "
"Speusippus","Xenocrates "
"Rabindranath Tagore","Gabriela Mistral "
"Leonard Colebrook","Peter Medawar "
"Ted Hughes","Simon Armitage "
"Thomas Reid","David Hartley (philosopher) "
"Joseph Toynbee","Arnold Toynbee "
"Peter Deunov","Jiddu Krishnamurti "
"Kurt Vonnegut","T. Coraghessan Boyle "
"John Updike","T. Coraghessan Boyle "
"Gabriel García Márquez","T. Coraghessan Boyle "
"Jack Kerouac","Tom Wolfe "
"Émile Zola","Tom Wolfe "
"Ken Kesey","Tom Wolfe "
"Norman Mailer","Tom Wolfe "
"Henri Rousseau","Max Beckmann "
"Chevy Chase","Tim Allen "
"Antoine Jérôme Balard","Marcellin Berthelot "
"Thomas Bernhard","William Gaddis "
"Truman Capote","Harper Lee "
"David Hume","Baron d'Holbach "
"Pauline Marcelle","Chris Ofili "
"Derek Mahon","Eavan Boland "
"John Montague (poet)","Eavan Boland "
"Seamus Heaney","Eavan Boland "
"Doris Lessing","Erica Jong "
"Shane Leslie","F. Scott Fitzgerald "
"R. D. Blackmore","F. Scott Fitzgerald "
"T. S. Eliot","Hart Crane "
"Alphonse de Lamartine","Hart Crane "
"James Macpherson","Hart Crane "
"William Blake","Hart Crane "
"Harry Crosby","Hart Crane "
"Robert Southey","Hart Crane "
"Wallace Stevens","Hart Crane "
"Lenny Bruce","Sam Kinison "
"George Carlin","Sam Kinison "
"H. C. Westermann","Jeff Koons "
"Cicero","John Adams "
"Niccolò Machiavelli","John Adams "
"Delmore Schwartz","John Berryman "
"Mark Van Doren","John Berryman "
"Saul Bellow","John Berryman "
"Hart Crane","John Berryman "
"Ayn Rand","Clarence Thomas "
"Edgar Rice Burroughs","Lin Carter "
"Robert E. Howard","Lin Carter "
"L. Sprague de Camp","Lin Carter "
"James Baldwin","Bell hooks "
"Toni Morrison","Bell hooks "
"Jorge Luis Borges","Adolfo Bioy Casares "
"William James","Alan Watts "
"G. K. Chesterton","Alan Watts "
"Joseph Campbell","Alan Watts "
"Francisco Suárez","Christian Wolff (philosopher) "
"Confucius","Christian Wolff (philosopher) "
"Gottfried Leibniz","Christian Wolff (philosopher) "
"Herbert Spencer","Grant Allen "
"Benjamin W. Lee","Steven Weinberg "
"Sigmund Freud","Anna Freud "
"George Boole","William Stanley Jevons "
"Ka'ab al-Ahbar","Muawiyah I "
"Meary James Thurairajah Tambimuttu","Elizabeth A. Smart "
"Li Shangyin","Wang Anshi "
"George Gurdjieff","Keith Jarrett "
"C. S. Forester","Bernard Cornwell "
"Truman Capote","John O'Hara "
"H. G. Wells","Robert H. Goddard "
"Rik Mayall","Stewart Lee "
"Wilfrid Sellars","John McDowell "
"Donald Davidson (philosopher)","John McDowell "
"Philippa Foot","John McDowell "
"Immanuel Kant","John McDowell "
"George Gurdjieff","P. L. Travers "
"George Gurdjieff","P. D. Ouspensky "
"Gottfried Kinkel","Carl Schurz "
"Walter Scott","James Hogg "
"Samuel Beckett","Sarah Kane "
"Harold Pinter","Sarah Kane "
"Stanley Elkin","Tim O'Brien (author) "
"Bob Newhart","Ray Romano "
"Friedrich Nietzsche","Martin Buber "
"A. D. Gordon","Martin Buber "
"Søren Kierkegaard","Martin Buber "
"Ludwig Feuerbach","Martin Buber "
"Jack Kerouac","Haruki Murakami "
"Kurt Vonnegut","Haruki Murakami "
"Raymond Carver","Haruki Murakami "
"Raoul Schrott","Haruki Murakami "
"Franz Kafka","Haruki Murakami "
"Günter Grass","Haruki Murakami "
"J. D. Salinger","Haruki Murakami "
"Richard Brautigan","Haruki Murakami "
"Sima Milutinović Sarajlija","Petar II Petrović-Njegoš "
"Gregory Bateson","Richard Bandler "
"John Grinder","Richard Bandler "
"Russell L. Ackoff","Peter Drucker "
"Roger Zelazny","Robert Silverberg "
"Jack Vance","Robert Silverberg "
"Peter Paul Rubens","Antoine Watteau "
"Epictetus","Albert Ellis (psychologist) "
"Henry Sidgwick","R. M. Hare "
"A. J. Ayer","R. M. Hare "
"J. L. Austin","R. M. Hare "
"Gilbert Ryle","R. M. Hare "
"Robert Burns","John Clare "
"Lord Byron","John Clare "
"Alexander Bain","George Croom Robertson "
"Søren Kierkegaard","Rollo May "
"Otto Rank","Rollo May "
"Socrates","Aristippus "
"Edgar Rice Burroughs","A. Merritt "
"Gertrude Barrows Bennett","A. Merritt "
"Thomas Mann","Klaus Mann "
"Jean Piaget","Jerome Bruner "
"John Drummond, 15th Baron Strange","Rosamunde Pilcher "
"Richard Pryor","Joe Rogan "
"Sam Kinison","Joe Rogan "
"Gore Vidal","Bill Maher "
"Johnny Carson","Bill Maher "
"George Carlin","Bill Maher "
"Dorothy Parker","Candace Bushnell "
"Maimonides","Jean Bodin "
"Ayn Rand","Leonard Peikoff "
"Sigmund Freud","Eugen Bleuler "
"Richard Brautigan","W. P. Kinsella "
"Zora Neale Hurston","Maya Angelou "
"Harold Pinter","Caryl Churchill "
"Alfred Jarry","Fernando Arrabal "
"William S. Burroughs","Genesis Breyer P-Orridge "
"John Stuart Mill","Ronald Dworkin "
"H. L. A. Hart","Ronald Dworkin "
"Lon L. Fuller","Ronald Dworkin "
"Jorge Luis Borges","John Barth "
"Joaquim Maria Machado de Assis","John Barth "
"Roger Penrose","Stuart Hameroff "
"Dorothy Parker","Maureen Dowd "
"Scipio Slataper","Umberto Saba "
"Philippa Foot","Rosalind Hursthouse "
"Chung Laung Liu","Andrew Yao "
"Jack Smith (film director)","Nan Goldin "
"Jean-Paul Sartre","Kenzaburō Ōe "
"William Blake","Kenzaburō Ōe "
"Arthur Schopenhauer","Jacob Burckhardt "
"Hans Kelsen","H. L. A. Hart "
"John Stuart Mill","H. L. A. Hart "
"J. L. Austin","H. L. A. Hart "
"Lev Shestov","Nikolai Berdyaev "
"Vladimir Solovyov (philosopher)","Nikolai Berdyaev "
"Philitas of Cos","Apollonius of Rhodes "
"Jack Kerouac","Roy Harper "
"Knut Hamsun","John Fante "
"Sherwood Anderson","John Fante "
"Paul Otlet","S. R. Ranganathan "
"Suzanne Briet","S. R. Ranganathan "
"Robert H. Dicke","Arno Allan Penzias "
"David Weber","Eric Flint "
"Hunter S. Thompson","Cameron Crowe "
"Johann Wolfgang von Goethe","Joaquim Maria Machado de Assis "
"Arthur Schopenhauer","Joaquim Maria Machado de Assis "
"Jonathan Swift","Joaquim Maria Machado de Assis "
"Laurence Sterne","Joaquim Maria Machado de Assis "
"Tom of Finland","Robert Mapplethorpe "
"Wilhelm von Gloeden","Robert Mapplethorpe "
"Frank P. Ramsey","Susan Haack "
"Redd Foxx","Jamie Foxx "
"John Updike","Ian McEwan "
"Saul Bellow","Ian McEwan "
"Nikolai Gogol","Sholem Aleichem "
"Martin Gardner","Ian Stewart (mathematician) "
"Edwin Way Teale","Roger Tory Peterson "
"Richard Pryor","Dave Chappelle "
"Chris Rock","Dave Chappelle "
"Martin Lawrence","Dave Chappelle "
"Doris Lessing","Marge Piercy "
"Monty Python","Matt Stone "
"Irwin Corey","Mort Sahl "
"Bob Newhart","Norm Macdonald "
"Ibn Khaldun","Al-Maqrizi "
"Elinor Glyn","Anita Loos "
"Jean-Paul Sartre","Fredric Jameson "
"Philip K. Dick","Fredric Jameson "
"Louis Althusser","Fredric Jameson "
"Juan Donoso Cortés","Miguel Primo de Rivera, 2nd Marquis of Estella "
"William S. Burroughs","Grant Morrison "
"Rowan Atkinson","Rik Mayall "
"Margaret Laurence","Marian Engel "
"W. H. R. Rivers","Frederic Bartlett "
"George Douglas Brown","Hugh MacDiarmid "
"Robert E. Howard","Laurell K. Hamilton "
"Muhsin al-Hakim","Abdul Aziz al-Hakim "
"Charles Hutton","John Scott, 1st Earl of Eldon "
"Kurt Goldstein","Alexander Luria "
"Frank Skinner","Al Murray "
"Johnny Carson","Ray Combs "
"Lord Byron","Ilia Chavchavadze "
"Mubashir Hassan","Zulfikar Ali Bhutto "
"Friedrich Stromeyer","Leopold Gmelin "
"Italo Calvino","Orhan Pamuk "
"Jorge Luis Borges","Orhan Pamuk "
"Thomas Mann","Orhan Pamuk "
"Margaret Atwood","Orhan Pamuk "
"Albert Camus","Orhan Pamuk "
"Marcel Proust","Orhan Pamuk "
"Gabriel García Márquez","Orhan Pamuk "
"Oğuz Atay","Orhan Pamuk "
"Reşat Ekrem Koçu","Orhan Pamuk "
"Thomas Bernhard","Orhan Pamuk "
"Franz Brentano","Alexius Meinong "
"Ayn Rand","Paul Ryan "
"H. L. A. Hart","Neil MacCormick "
"Steve Martin","Sarah Silverman "
"Larry David","Sarah Silverman "
"Irwin Corey","Shelley Berman "
